PassengerId,Passenger_group,Passenger_No,HomePlanet,CryoSleep,Cabin,Cabin_Deck,Cabin_Side,Cabin_DS,Destination,Age,Age_Catg,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Total_Expenses,Name,Transported
0786_01,0786,01,Earth,True,G/113/P,G,P,GP,TRAPPIST-1e,19.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Robyny Hartz,True
0787_01,0787,01,Earth,True,G/114/P,G,P,GP,TRAPPIST-1e,7.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Ritany Quinnerry,False
0788_01,0788,01,Earth,False,F/166/P,F,P,FP,55 Cancri e,16.0,0-20,False,797.0,0.0,0.0,0.0,0.0,797.0,,False
0789_01,0789,01,Europa,False,A/8/S,A,S,AS,TRAPPIST-1e,31.0,21-40,True,0.0,166.0,4.0,2177.0,342.0,2519.0,Mesath Imprank,False
0789_02,0789,02,Europa,False,A/8/S,A,S,AS,TRAPPIST-1e,30.0,21-40,False,0.0,142.0,870.0,89.0,3497.0,3586.0,Auvan Frolestty,False
0789_03,0789,03,Europa,True,A/8/S,A,S,AS,TRAPPIST-1e,26.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Zaninon Frolestty,True
0790_01,0790,01,Earth,True,G/119/S,G,S,GS,PSO J318.5-22,20.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Fanne Pottmanley,True
0791_01,0791,01,Earth,True,G/115/P,G,P,GP,PSO J318.5-22,24.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Neila Mcfarmerson,False
0793_01,0793,01,Earth,False,G/117/P,G,P,GP,PSO J318.5-22,39.0,21-40,False,0.0,0.0,0.0,7.0,766.0,773.0,Millie Powenoble,False
0794_01,0794,01,Mars,False,F/144/S,F,S,FS,55 Cancri e,19.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Nakes Dutte,True
0794_02,0794,02,Mars,True,F/144/S,F,S,FS,55 Cancri e,27.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Squars Dutte,True
0795_01,0795,01,Earth,False,F/145/S,F,S,FS,TRAPPIST-1e,34.0,21-40,False,0.0,0.0,0.0,874.0,0.0,874.0,Pristy Klindsey,False
0796_01,0796,01,Europa,True,D/28/S,D,S,DS,55 Cancri e,28.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Alatrix Unfile,True
0797_01,0797,01,Earth,False,F/146/S,F,S,FS,TRAPPIST-1e,29.0,21-40,False,0.0,0.0,0.0,0.0,645.0,645.0,Hery Noelan,False
0798_01,0798,01,Mars,True,F/147/S,F,S,FS,PSO J318.5-22,38.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Ecco Gelle,True
0799_01,0799,01,Europa,False,A/6/P,A,P,AP,55 Cancri e,27.0,21-40,False,0.0,3462.0,5.0,1590.0,4.0,1594.0,Genibah Presstic,False
0802_01,0802,01,Mars,True,F/148/S,F,S,FS,TRAPPIST-1e,1.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Plat Pimne,True
0805_01,0805,01,Europa,False,C/29/P,C,P,CP,55 Cancri e,36.0,21-40,True,0.0,13248.0,100.0,1953.0,1.0,1954.0,Glueba Chuble,True
0806_01,0806,01,Earth,False,F/149/S,F,S,FS,TRAPPIST-1e,31.0,21-40,False,183.0,0.0,32.0,0.0,1171.0,1354.0,Deaney Nieldson,False
0806_02,0806,02,Earth,False,G/120/S,G,S,GS,TRAPPIST-1e,1.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Bonyam Nieldson,True
0808_01,0808,01,Earth,False,E/57/S,E,S,ES,TRAPPIST-1e,31.0,21-40,False,159.0,110.0,701.0,0.0,10.0,169.0,Benew Ramoran,False
0809_01,0809,01,Mars,False,F/151/S,F,S,FS,TRAPPIST-1e,10.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Oaters Meake,True
0809_02,0809,02,Mars,False,F/151/S,F,S,FS,TRAPPIST-1e,27.0,21-40,False,1227.0,42.0,1.0,0.0,0.0,1227.0,Crin Meake,False
0809_03,0809,03,Mars,False,F/151/S,F,S,FS,TRAPPIST-1e,42.0,41-60,False,836.0,0.0,51.0,304.0,0.0,1140.0,Smal Meake,False
0809_04,0809,04,Mars,False,F/151/S,F,S,FS,TRAPPIST-1e,0.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Wales Meake,True
0811_01,0811,01,Mars,False,F/152/S,F,S,FS,PSO J318.5-22,41.0,41-60,False,1209.0,0.0,0.0,0.0,833.0,2042.0,Ranutz Knik,False
0811_02,0811,02,Mars,True,F/152/S,F,S,FS,TRAPPIST-1e,0.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Pan Nutte,True
0811_03,0811,03,Mars,False,F/152/S,F,S,FS,TRAPPIST-1e,0.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Phams Nutte,True
0813_01,0813,01,Mars,True,F/169/P,F,P,FP,TRAPPIST-1e,59.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Frouse Katte,True
0815_01,0815,01,Earth,False,E/59/S,E,S,ES,TRAPPIST-1e,13.0,0-20,False,2.0,1.0,30.0,0.0,0.0,2.0,Wenise Meyersones,False
0816_01,0816,01,Europa,False,E/60/S,E,S,ES,55 Cancri e,24.0,21-40,False,0.0,284.0,0.0,4614.0,438.0,5052.0,Giedir Asoppor,False
0817_01,0817,01,Earth,True,G/119/P,G,P,GP,TRAPPIST-1e,20.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Carona Baxters,False
0818_01,0818,01,Europa,False,B/29/S,B,S,BS,TRAPPIST-1e,71.0,60+,True,0.0,0.0,0.0,0.0,0.0,0.0,Ksorab Couseced,True
0819_01,0819,01,Earth,True,G/121/S,G,S,GS,PSO J318.5-22,23.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Patsya Gainney,True
0820_01,0820,01,Earth,False,F/154/S,F,S,FS,55 Cancri e,15.0,0-20,False,0.0,59.0,714.0,0.0,3.0,3.0,Hanry Strongers,True
0820_02,0820,02,Earth,False,G/122/S,G,S,GS,TRAPPIST-1e,18.0,0-20,False,751.0,0.0,0.0,0.0,0.0,751.0,Sus Strongers,False
0822_01,0822,01,Earth,False,F/156/S,F,S,FS,TRAPPIST-1e,19.0,0-20,False,0.0,561.0,10.0,0.0,161.0,161.0,Scotte Sweeton,True
0823_01,0823,01,Earth,True,G/123/S,G,S,GS,55 Cancri e,4.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Chadie Carrishley,True
0823_02,0823,02,Earth,False,G/160/P,G,P,GP,55 Cancri e,42.0,41-60,False,0.0,0.0,739.0,0.0,0.0,0.0,Wenten Carrishley,True
0824_01,0824,01,Mars,False,F/158/S,F,S,FS,TRAPPIST-1e,51.0,41-60,False,815.0,0.0,343.0,55.0,0.0,870.0,Teda Chpie,False
0825_01,0825,01,Earth,True,G/120/P,G,P,GP,TRAPPIST-1e,13.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Alendy Wardendez,True
0826_01,0826,01,Earth,False,G/160/P,G,P,GP,TRAPPIST-1e,27.0,21-40,False,174.0,653.0,0.0,0.0,0.0,174.0,Danna Hoopez,True
0828_01,0828,01,Earth,False,F/159/S,F,S,FS,TRAPPIST-1e,42.0,41-60,False,786.0,0.0,22.0,59.0,0.0,845.0,Juliey Santry,False
0828_02,0828,02,Earth,False,F/159/S,F,S,FS,TRAPPIST-1e,41.0,41-60,False,324.0,2.0,0.0,7.0,26.0,357.0,Rosey Santry,True
0829_01,0829,01,Earth,False,F/170/P,F,P,FP,PSO J318.5-22,21.0,21-40,False,15.0,0.0,2695.0,2.0,0.0,17.0,Myrace Carverson,True
0830_01,0830,01,Earth,False,F/171/P,F,P,FP,TRAPPIST-1e,31.0,21-40,False,14.0,5.0,0.0,795.0,0.0,809.0,Eilan Hinesh,True
0833_01,0833,01,Europa,True,G/160/P,G,P,GP,55 Cancri e,36.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Tarmus Poicaptic,True
0834_01,0834,01,Earth,False,F/173/P,F,P,FP,TRAPPIST-1e,31.0,21-40,False,0.0,0.0,0.0,838.0,27.0,865.0,Garry Pacerty,False
0835_01,0835,01,Earth,False,G/124/S,G,S,GS,55 Cancri e,14.0,0-20,False,77.0,0.0,9.0,424.0,166.0,667.0,Briane Frazie,False
0836_01,0836,01,Mars,False,F/160/S,F,S,FS,PSO J318.5-22,32.0,21-40,True,494.0,701.0,71.0,0.0,0.0,494.0,Set Butte,False
0839_01,0839,01,Europa,False,B/30/S,B,S,BS,TRAPPIST-1e,32.0,21-40,False,0.0,179.0,0.0,0.0,5152.0,5152.0,Grumak Pokerheed,False
0840_01,0840,01,Earth,False,G/123/P,G,P,GP,TRAPPIST-1e,27.0,21-40,False,663.0,1111.0,0.0,0.0,2.0,665.0,Ebonyd Braymon,False
0845_01,0845,01,Europa,False,B/31/S,B,S,BS,55 Cancri e,57.0,41-60,False,2651.0,2956.0,0.0,266.0,1300.0,4217.0,Achbah Fueling,False
0846_01,0846,01,Earth,True,G/125/S,G,S,GS,TRAPPIST-1e,13.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Tera Simstravery,False
0848_01,0848,01,Mars,True,F/175/P,F,P,FP,TRAPPIST-1e,30.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Sts Raca,True
0848_02,0848,02,Mars,True,F/175/P,F,P,FP,TRAPPIST-1e,14.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Monam Raca,True
0849_01,0849,01,Europa,False,B/32/S,B,S,BS,TRAPPIST-1e,27.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Cellum Oidederval,True
0849_02,0849,02,Europa,True,B/32/S,B,S,BS,55 Cancri e,32.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Tareson Oidederval,True
0850_01,0850,01,Mars,True,E/62/S,E,S,ES,TRAPPIST-1e,54.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Koops Nan,True
0851_01,0851,01,Earth,False,F/176/P,F,P,FP,55 Cancri e,23.0,21-40,False,217.0,378.0,19.0,1.0,12.0,230.0,Iandy Sarios,False
0853_01,0853,01,Earth,True,A/9/S,A,S,AS,55 Cancri e,38.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Hamelik Ageurante,True
0859_01,0859,01,Earth,True,G/127/S,G,S,GS,TRAPPIST-1e,32.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Eleaha Lambles,True
0860_01,0860,01,Earth,False,E/48/P,E,P,EP,TRAPPIST-1e,24.0,21-40,False,34.0,7.0,320.0,0.0,427.0,461.0,,False
0863_01,0863,01,Earth,True,G/129/S,G,S,GS,TRAPPIST-1e,36.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Jone Walkerez,False
0863_02,0863,02,Earth,False,G/129/S,G,S,GS,TRAPPIST-1e,11.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Lynez Walkerez,False
0863_03,0863,03,Earth,True,G/129/S,G,S,GS,TRAPPIST-1e,6.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Rald Walkerez,False
0865_01,0865,01,Europa,True,B/35/S,B,S,BS,55 Cancri e,36.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,,True
0865_02,0865,02,Europa,True,B/35/S,B,S,BS,55 Cancri e,22.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Neutria Sandul,True
0867_01,0867,01,Earth,False,F/163/S,F,S,FS,TRAPPIST-1e,27.0,21-40,False,2.0,850.0,18.0,2.0,0.0,4.0,Ernice Stephendsey,False
0868_01,0868,01,Earth,True,G/130/S,G,S,GS,TRAPPIST-1e,37.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Ianya Peckers,True
0869_01,0869,01,Earth,False,F/164/S,F,S,FS,TRAPPIST-1e,55.0,41-60,False,280.0,0.0,444.0,0.0,0.0,280.0,Hilley Sweene,False
0870_01,0870,01,Earth,False,G/126/P,G,P,GP,PSO J318.5-22,27.0,21-40,False,112.0,473.0,0.0,92.0,0.0,204.0,Dessie Maynardner,False
0871_01,0871,01,Europa,False,A/10/S,A,S,AS,TRAPPIST-1e,20.0,0-20,False,2.0,4754.0,0.0,246.0,31.0,279.0,Polar Geneltic,True
0873_01,0873,01,Earth,False,F/180/P,F,P,FP,TRAPPIST-1e,16.0,0-20,False,0.0,0.0,32.0,2529.0,92.0,2621.0,Garyan Franton,False
0874_01,0874,01,Earth,False,F/165/S,F,S,FS,TRAPPIST-1e,19.0,0-20,False,0.0,162.0,540.0,0.0,0.0,0.0,Breney Briggston,False
0875_01,0875,01,Earth,False,G/131/S,G,S,GS,TRAPPIST-1e,38.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,,False
0876_01,0876,01,Earth,False,F/166/S,F,S,FS,TRAPPIST-1e,35.0,21-40,False,12.0,687.0,46.0,2.0,0.0,14.0,Teryla Leodger,False
0877_01,0877,01,Europa,True,C/30/P,C,P,CP,55 Cancri e,33.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Hallus Covetive,True
0878_01,0878,01,Mars,False,D/31/S,D,S,DS,PSO J318.5-22,37.0,21-40,True,381.0,0.0,3.0,447.0,0.0,828.0,Sceres Bancy,False
0879_01,0879,01,Earth,False,G/160/P,G,P,GP,TRAPPIST-1e,46.0,41-60,False,784.0,0.0,0.0,0.0,4.0,788.0,Therta Lanks,False
0881_01,0881,01,Europa,False,D/32/S,D,S,DS,TRAPPIST-1e,41.0,41-60,False,3103.0,3.0,0.0,31.0,26.0,3160.0,Gollux Reedall,False
0883_01,0883,01,Earth,False,G/127/P,G,P,GP,TRAPPIST-1e,13.0,0-20,False,875.0,5.0,10.0,18.0,0.0,893.0,Elson Malliamsey,False
0885_01,0885,01,Earth,True,G/133/S,G,S,GS,TRAPPIST-1e,31.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Chelsa Pittson,False
0885_02,0885,02,Earth,True,G/133/S,G,S,GS,55 Cancri e,52.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Velyne Pittson,True
0889_01,0889,01,Europa,False,C/32/P,C,P,CP,TRAPPIST-1e,48.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Marfak Polksy,False
0889_02,0889,02,Europa,False,C/32/P,C,P,CP,55 Cancri e,27.0,21-40,False,1.0,12804.0,0.0,10.0,52.0,63.0,Izaron Polksy,True
0890_01,0890,01,Mars,False,F/184/P,F,P,FP,TRAPPIST-1e,16.0,0-20,False,172.0,0.0,338.0,9.0,0.0,181.0,,False
0893_01,0893,01,Earth,True,G/129/P,G,P,GP,55 Cancri e,32.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Rica Barris,True
0898_01,0898,01,Earth,True,G/134/S,G,S,GS,TRAPPIST-1e,25.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Jilla Alldson,False
0899_01,0899,01,Earth,False,F/187/P,F,P,FP,TRAPPIST-1e,26.0,21-40,False,0.0,0.0,716.0,0.0,1.0,1.0,Evane Warrishales,True
0899_02,0899,02,Earth,True,G/130/P,G,P,GP,TRAPPIST-1e,44.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Allene Warrishales,False
0901_01,0901,01,Mars,False,F/167/S,F,S,FS,TRAPPIST-1e,32.0,21-40,False,47.0,0.0,2552.0,0.0,0.0,47.0,Grake Porki,True
0902_01,0902,01,Earth,False,F/188/P,F,P,FP,TRAPPIST-1e,18.0,0-20,False,200.0,124.0,0.0,413.0,0.0,613.0,Duana Jacostaney,True
0903_01,0903,01,Earth,True,G/135/S,G,S,GS,55 Cancri e,23.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Nelley Rushorney,False
0904_01,0904,01,Europa,False,C/33/P,C,P,CP,TRAPPIST-1e,44.0,41-60,False,0.0,2792.0,0.0,148.0,1043.0,1191.0,Wein Alcemblery,False
0905_01,0905,01,Mars,False,D/38/P,D,P,DP,PSO J318.5-22,29.0,21-40,False,4.0,0.0,421.0,435.0,19.0,458.0,Gicks Kin,False
0906_01,0906,01,Earth,False,F/168/S,F,S,FS,55 Cancri e,19.0,0-20,False,0.0,388.0,469.0,0.0,0.0,0.0,Gwenda Hinetthews,True
0907_01,0907,01,Europa,False,B/34/P,B,P,BP,55 Cancri e,41.0,41-60,False,0.0,5738.0,7.0,9038.0,28.0,9066.0,Achah Cassiding,False
0907_02,0907,02,Europa,False,B/34/P,B,P,BP,TRAPPIST-1e,28.0,21-40,False,0.0,1736.0,0.0,145.0,634.0,779.0,Marinon Cassiding,False
0910_01,0910,01,Earth,True,G/137/S,G,S,GS,TRAPPIST-1e,19.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Violey Burryerson,True
0911_01,0911,01,Mars,False,F/189/P,F,P,FP,TRAPPIST-1e,32.0,21-40,True,2492.0,0.0,0.0,136.0,4.0,2632.0,Angars Blate,False
0911_02,0911,02,Earth,False,F/189/P,F,P,FP,TRAPPIST-1e,74.0,60+,False,853.0,0.0,543.0,31.0,0.0,884.0,Froops Blate,True
0912_01,0912,01,Europa,False,B/37/S,B,S,BS,TRAPPIST-1e,31.0,21-40,False,0.0,7461.0,0.0,369.0,450.0,819.0,Dyonon Imprank,True
0913_01,0913,01,Europa,False,E/51/P,E,P,EP,55 Cancri e,38.0,21-40,False,0.0,172.0,0.0,5907.0,34.0,5941.0,Shail Parymider,False
0915_01,0915,01,Earth,False,G/138/S,G,S,GS,TRAPPIST-1e,20.0,0-20,False,157.0,0.0,0.0,544.0,3.0,704.0,Jerrye Leodger,False
0918_01,0918,01,Earth,False,E/66/S,E,S,ES,TRAPPIST-1e,24.0,21-40,False,47.0,0.0,10.0,139.0,1406.0,1592.0,Caseye Fuenterson,False
0919_01,0919,01,Earth,False,F/190/P,F,P,FP,PSO J318.5-22,26.0,21-40,False,18.0,84.0,93.0,886.0,289.0,1193.0,Hery Kimons,False
0921_01,0921,01,Earth,True,G/139/S,G,S,GS,PSO J318.5-22,44.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Gracy Vinston,False
0922_01,0922,01,Europa,True,B/35/P,B,P,BP,55 Cancri e,33.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Shaiam Obedaming,True
0922_02,0922,02,Europa,False,B/35/P,B,P,BP,55 Cancri e,31.0,21-40,False,0.0,1095.0,0.0,169.0,1226.0,1395.0,Achyon Obedaming,False
0923_01,0923,01,Europa,False,C/38/S,C,S,CS,55 Cancri e,27.0,21-40,False,0.0,7767.0,0.0,15.0,2453.0,2468.0,Hadaron Stiviorad,True
0923_02,0923,02,Europa,True,B/38/S,B,S,BS,TRAPPIST-1e,22.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Alpha Stiviorad,True
0924_01,0924,01,Earth,False,E/67/S,E,S,ES,TRAPPIST-1e,33.0,21-40,False,13.0,0.0,984.0,0.0,0.0,13.0,Jona Chaellerty,False
0925_01,0925,01,Mars,False,F/191/P,F,P,FP,TRAPPIST-1e,34.0,21-40,False,379.0,0.0,1626.0,0.0,0.0,379.0,Skix Kraie,False
0925_02,0925,02,Mars,True,F/191/P,F,P,FP,TRAPPIST-1e,11.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Varkes Kraie,True
0925_03,0925,03,Mars,True,F/191/P,F,P,FP,TRAPPIST-1e,41.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Almone Kraie,True
0926_01,0926,01,Europa,False,B/39/S,B,S,BS,55 Cancri e,30.0,21-40,False,0.0,7992.0,0.0,507.0,25.0,532.0,Minchib Asticit,True
0926_02,0926,02,Europa,False,B/39/S,B,S,BS,TRAPPIST-1e,30.0,21-40,False,0.0,760.0,234.0,2761.0,81.0,2842.0,Alkeson Asticit,False
0927_01,0927,01,Earth,False,G/140/S,G,S,GS,TRAPPIST-1e,25.0,21-40,False,0.0,0.0,699.0,43.0,22.0,65.0,Emmax Avisnydes,False
0928_01,0928,01,Earth,True,G/133/P,G,P,GP,PSO J318.5-22,31.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Elene Ryanglasey,True
0930_01,0930,01,Earth,False,F/192/P,F,P,FP,TRAPPIST-1e,38.0,21-40,False,646.0,0.0,0.0,135.0,260.0,1041.0,Arlie Sweett,False
0930_02,0930,02,Earth,True,G/134/P,G,P,GP,TRAPPIST-1e,15.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Elanie Sweett,True
0931_01,0931,01,Earth,False,F/193/P,F,P,FP,TRAPPIST-1e,19.0,0-20,False,0.0,0.0,115.0,126.0,491.0,617.0,Therie Flynnis,True
0932_01,0932,01,Mars,True,G/160/P,G,P,GP,TRAPPIST-1e,29.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Boats Pette,True
0933_01,0933,01,Europa,False,C/35/P,C,P,CP,TRAPPIST-1e,30.0,21-40,False,14.0,12045.0,0.0,2121.0,0.0,2135.0,,True
0933_02,0933,02,Europa,False,C/35/P,C,P,CP,TRAPPIST-1e,29.0,21-40,False,0.0,1127.0,0.0,1867.0,1070.0,2937.0,Astorux Fawnsive,False
0935_01,0935,01,Earth,False,F/194/P,F,P,FP,TRAPPIST-1e,36.0,21-40,False,0.0,11.0,0.0,18.0,872.0,890.0,Terly Rocknight,False
0938_01,0938,01,Earth,False,F/172/S,F,S,FS,TRAPPIST-1e,24.0,21-40,False,174.0,0.0,0.0,630.0,0.0,804.0,Earlie Solinez,False
0938_02,0938,02,Earth,False,E/68/S,E,S,ES,TRAPPIST-1e,30.0,21-40,False,0.0,0.0,871.0,0.0,0.0,0.0,Walles Solinez,True
0938_03,0938,03,Earth,False,G/143/S,G,S,GS,TRAPPIST-1e,0.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Tiney Solinez,True
0939_01,0939,01,Earth,True,G/135/P,G,P,GP,TRAPPIST-1e,15.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Eulah Peter,True
0940_01,0940,01,Earth,False,G/136/P,G,P,GP,TRAPPIST-1e,38.0,21-40,False,55.0,741.0,0.0,0.0,13.0,68.0,Armen Byerton,True
0941_01,0941,01,Earth,False,F/195/P,F,P,FP,TRAPPIST-1e,13.0,0-20,False,0.0,7.0,0.0,1175.0,0.0,1175.0,Carita Steeletters,False
0942_01,0942,01,Mars,False,F/196/P,F,P,FP,TRAPPIST-1e,18.0,0-20,False,594.0,0.0,555.0,0.0,0.0,594.0,Triple Vloaf,False
0944_01,0944,01,Earth,False,G/137/P,G,P,GP,TRAPPIST-1e,16.0,0-20,False,891.0,0.0,831.0,0.0,0.0,891.0,Hilley Weaverays,False
0944_02,0944,02,Earth,False,G/137/P,G,P,GP,55 Cancri e,8.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Terrie Weaverays,False
0946_01,0946,01,Earth,False,F/198/P,F,P,FP,TRAPPIST-1e,19.0,0-20,False,72.0,5.0,0.0,342.0,188.0,602.0,Verly Emenez,True
0947_01,0947,01,Earth,False,G/138/P,G,P,GP,55 Cancri e,26.0,21-40,False,0.0,474.0,0.0,0.0,201.0,201.0,Lyny Frandriquez,False
0949_01,0949,01,Earth,True,G/140/P,G,P,GP,55 Cancri e,15.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Benny Johnsby,True
0951_01,0951,01,Earth,True,G/144/S,G,S,GS,PSO J318.5-22,38.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Done Lunapperts,True
0952_01,0952,01,Mars,False,F/175/S,F,S,FS,TRAPPIST-1e,45.0,41-60,False,877.0,0.0,1383.0,0.0,0.0,877.0,Grios Colle,False
0953_01,0953,01,Earth,False,F/199/P,F,P,FP,PSO J318.5-22,48.0,41-60,False,0.0,306.0,3.0,0.0,359.0,359.0,Erice Potters,False
0955_01,0955,01,Earth,True,G/145/S,G,S,GS,55 Cancri e,17.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Glena Smalloney,False
0956_01,0956,01,Earth,False,E/70/S,E,S,ES,TRAPPIST-1e,28.0,21-40,False,0.0,631.0,0.0,5.0,0.0,5.0,Jimen Bartez,True
0957_01,0957,01,Mars,True,F/201/P,F,P,FP,TRAPPIST-1e,41.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Waffs Hapie,True
0960_01,0960,01,Earth,False,E/72/S,E,S,ES,TRAPPIST-1e,19.0,0-20,False,3.0,0.0,0.0,0.0,788.0,791.0,Lorian Youngrayes,False
0961_01,0961,01,Earth,False,G/141/P,G,P,GP,55 Cancri e,14.0,0-20,False,0.0,885.0,8.0,0.0,0.0,0.0,Gailia Lewinez,True
0964_01,0964,01,Europa,True,B/36/P,B,P,BP,TRAPPIST-1e,21.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Alderak Platch,True
0964_02,0964,02,Europa,True,B/36/P,B,P,BP,TRAPPIST-1e,48.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Weidus Platch,True
0965_01,0965,01,Mars,False,F/178/S,F,S,FS,TRAPPIST-1e,19.0,0-20,False,631.0,0.0,834.0,304.0,0.0,935.0,Wacks Depie,False
0966_01,0966,01,Earth,False,F/179/S,F,S,FS,TRAPPIST-1e,29.0,21-40,False,1377.0,0.0,0.0,167.0,0.0,1544.0,Duana Fulloydez,False
0968_01,0968,01,Earth,False,E/53/P,E,P,EP,TRAPPIST-1e,20.0,0-20,False,792.0,0.0,0.0,0.0,0.0,792.0,Tyrona Figuez,False
0969_01,0969,01,Mars,True,F/202/P,F,P,FP,TRAPPIST-1e,44.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Lar Emone,True
0970_01,0970,01,Earth,True,G/142/P,G,P,GP,TRAPPIST-1e,19.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Tamie Blace,True
0971_01,0971,01,Earth,True,G/143/P,G,P,GP,TRAPPIST-1e,64.0,60+,False,0.0,0.0,0.0,0.0,0.0,0.0,,False
0972_01,0972,01,Earth,False,E/54/P,E,P,EP,TRAPPIST-1e,21.0,21-40,False,0.0,314.0,323.0,1026.0,6.0,1032.0,Glendy Humphreyes,False
0975_01,0975,01,Earth,False,E/56/P,E,P,EP,55 Cancri e,32.0,21-40,False,58.0,317.0,448.0,3.0,0.0,61.0,Allena Hoppernardy,True
0976_01,0976,01,Earth,True,G/146/S,G,S,GS,TRAPPIST-1e,20.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Tonyn Sweeton,False
0978_01,0978,01,Earth,False,F/203/P,F,P,FP,TRAPPIST-1e,24.0,21-40,False,0.0,32.0,8.0,0.0,0.0,0.0,Lesley Coxterez,False
0979_01,0979,01,Europa,False,B/40/S,B,S,BS,TRAPPIST-1e,44.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Gimph Fushausive,True
0982_01,0982,01,Earth,True,G/145/P,G,P,GP,PSO J318.5-22,57.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Eriky Hewson,True
0982_02,0982,02,Earth,False,G/145/P,G,P,GP,TRAPPIST-1e,51.0,41-60,False,0.0,0.0,4.0,0.0,0.0,0.0,Joyton Hewson,False
0983_01,0983,01,Earth,True,G/149/S,G,S,GS,55 Cancri e,34.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Teremy Wiggs,True
0984_01,0984,01,Earth,False,G/150/S,G,S,GS,TRAPPIST-1e,45.0,41-60,False,0.0,1.0,13.0,0.0,873.0,873.0,Wen Woodwin,False
